 text class_label
721 "Jesus fucking Christ that girls voice is so god damn annoying https://t.co/aZ9J4cx0Mx" abusive
725 "RT @manspeaker: @CoatsAndJacket if you see me in Target respect my mother fucking agency!" abusive
726 "Tee said she FUCKED IT UP for everybody! 😂🙄 https://t.co/ARsokujx4z" abusive
730 "@RichardDawkins You want to be part of something this idiot is in charge of https://t.co/UUAgjigIak" abusive
740 "RT @leannalynn_: IM SICK OF NIGGAS PLAYIN WIT ME LIKE I WONT FIGHT THEY ASS" hateful
748 "RT @Recouturee_: need a nigga that like traveling. I hate females and I don't be wanting to go alone ." hateful
750 "FUCKING FLIES - Resident Evil 7: Biohazard #5: https://t.co/pBq2SUVcWG via @YouTube" abusive
753 "I feel bad for some of you hoes mamas! They did not raise u to be the hoe you are today!! 🤦🏾‍♀️" normal
760 "RT @AndyRichter: Jesus, the Get Out sequel looks fucking terrifying https://t.co/cJRwj2QjzP" abusive
763 "RT @OnlyLookAtMino: [!!] #WINNER #ReallyReally manages to hit Melon Roof TWICE 🙌🙌
#위너_4일4시_음원공개
#FateNumberFor
💚💜💙💛 https://t.co/G6x2k8H8oT" normal
766 "BLOODY HELL YES I MISS HIM 😭😭 https://t.co/k2v8u3bPDq" normal
770 "RT @SQUlDZ: Look at this fuckin retard https://t.co/nZePcMiZn0" abusive
771 "If my dog doesn't ease up to you throughout the time you're here, he's trying to tell me ur an evil mf and to kick ur ass out.
&amp; I listen 💀" abusive
773 "@eimzkavanagh @sturnbull74 @Reuters Are you retarded or something?" hateful
778 "@BadDreamMichael even though I fucking hate Conor for what he did" abusive
780 "@Lewis_Worrall @Troughton_ And your idiots can 😂😂! Come and have a drink we us 🔵⚪🔵⚪" abusive
781 "This idiot @raghav_chadha is still in politics .. He said he will quit Politics after Punjab results ... @aajtak  सब मिले हुए हैं जी" normal
787 "@DrJasonJohnson The writers have turned the bad ass Michonne into this horribly clingy girlfriend. I want her back!… https://t.co/w64nQ8NKY2" abusive
788 "i got out of bed @ 4 pm, and all I've done today is sleep. This sickness is kicking my ass so bad." abusive
789 "RT @swaggmiiyaa: niggas loveeeeeeee the ugly bitches😂🤦🏽‍♀️" abusive
790 "When fucking retards get their hands on editing software..... STOP https://t.co/lHaqseEOcD" abusive
792 "Men on here want to hit women so fucking badly (and JUSTIFY it) and I just don't understand https://t.co/rDNS0aWzlz" abusive
799 "RT @allure_essence: I'm stingy as fuck with my food, my man, my friends, basically anything that's MINEEEEEE!!!!!!!!!!" abusive
805 "@StFrexit i wonder why you are a fucking stupid nazi asshole" abusive
806 "RT @TheReal_Sumo: that bitch talk bad about me now she doing bad with out me 💔😈😭 https://t.co/kyny2x9D7I" abusive
807 "#scumbag Trudeau the useless idiot PM has to go !!  #Trudeauhastogo #cdnpoli @singofhisgrace https://t.co/PiynO2st5Y" abusive
808 "This video could be terrible and my weave would still be snatched https://t.co/yliPvSPr2d" normal
810 "@seanhannity I think you stupid ass republicans are extremely STUPID!" abusive
815 "RT @beyondbebe: Smacking the fuck outta Rae!!! Cause she hit me/ made me fall off the car before so call it even. You'll be iight lil bitch…" abusive
818 "@thehill Have idiots started saying this is #PoliticalCorrectness infringing on Bill O'Reilly's freedom of speech yet? @oreillyfactor" abusive
823 "@stillswerve @ImUpF00l You look like a baby dragon your ugly ass" abusive
825 "RT @EiramAydni: Im a nasty ass freak when I like you.." abusive
829 "Exactly stupid bitch trying to embarrass me https://t.co/mkNaqjxW6A" abusive
830 "Miles raps energetically about his relationship with jesus christ, and it's a fucking horrible track" normal
831 "Should've threw her lil ugly ass over the balcony https://t.co/Itth1nkF5R" abusive
833 "Florida
Ohio
Pennsylvania
People upset are so god damn stupid it hurts, im not a fan of the strike but christ do at… https://t.co/kzd4YdGSug" hateful
834 "I understand why niggas dont wanna be in relationships😭😂😭😂 girls annoying af" hateful
838 "Bitch twitter should ban you for being so entitled and disgusting. I hope you say your prayers cuz https://t.co/1yGzMn1JsZ" abusive
839 "Would this brainless retard that claims to be my father just hurry up and die?¿?¿??¿???" abusive
840 "i hate when people say this.. like yea you fucking did 😂 its called lunch https://t.co/j1rURyUKO1" hateful
841 "@djona222 YASS!!! I want that asshat to be exposed as evil!! #GH" abusive
846 "Syria Mississippi ,Florida  and Obama had nothing to do with it😂😂😂     Bomb   trump ugly ass  and D.C. https://t.co/FCS4y6ALLP" abusive
850 "RT @WORLDSHIPHOP: RT if you still hate this nigga 😂 https://t.co/dnuiVHBfS1" hateful
851 "@GentleWolfpig @An0nKn0wledge @lghtningstrikez @AnonIntelGroup to what are you referring to? Who are these idiots that you speak of?" abusive
852 "RT @quinncy: HR 226. Call your Members of Congress. This is nothing but evil.

MAKE THE DAMN CALL, PEOPLE. https://t.co/9GZW7kgeoh" abusive
854 "RT @rubylovestacoss: To all the people who ask ""how's college"":

Well, it's fucking horrible and I think I'm dying but ya know, still here" abusive
857 "@MikeSington $5 million for that ugly ass thing????" abusive
858 "RT @ToufiqueKhalidi: Those who are even discussing this are a bunch of idiots ... #Facebook https://t.co/mwYAqk76zi" abusive
859 "COME ON NAOMI FUCK ME UP AGAIN!!!!!!!!!!!!! #SDLIVE" abusive
860 "Whether they have no friends, shitty friends, or lots of friends, they all show themselves to be comparatively evil." abusive
862 "i hope leaders just kick retards that fake leave teams today" hateful
863 "RT @mrmikeyreid: How some of you people can't see what a fucking idiot Donald Trump is I'll never believe." abusive
864 "BRYCE CAN KILL HIMSELF THAT FUCKING DISGUSTING ASSHOLE I HATE HIM WITH ALL MY HEART AND SOUL" abusive
865 "@BBNaija @DJXCLUSIVE @legend_NG  she how TBoss the look like mugu. She no sabi anything. Idiot" hateful
872 "i'm sick of these niggas they had the easiest road ever" hateful
884 "also what do i have to sacrifice in order to go into the voltron tags without seeing any nasty ass shaladin posts 😬😩" normal
890 "where do y'all find these 🤡 ass people man ?! like i fucking can't !!" abusive
892 "RT @_ialiyah: you bitches not friends , y'all just hate alike 😝" abusive
12270 "@dumptrump33 Unemployed Trailer Park Trump voters thought he would only hurt the undeserving ""Coloreds,"" not take W… https://t.co/ZRMq5ffFjL" normal
12274 "I just entered to win a free pair of KAWS x Air Jordan 4 from @getfrenzyapp + @highsnobiety https://t.co/qwRs545IPG" normal
12277 "J. Cole Original Hip Hop Wall Art Glossy Photo Print Home Decor https://t.co/I8GunwCO59 #Etsy #JCole https://t.co/nbEugLEBgL" spam
12278 "I'm still crying and this was over a month ago @AdelaineMorin  (tysm @greedymsfts for taking a video lololol) https://t.co/13ofRobuPf" normal
12279 "By making your sermon a blog you can give potential visitors a preview of your sermons and feel of your church.  https://t.co/HntgoxSfzb" normal
12281 "FREQUENTLY ASKED QUESTIONS ABOUT SCIENTOLOGY

Visit our FAQ section for answers to the most popular questions...… https://t.co/S10UA3BjnB" normal
12284 "@wolfsan11 LEGIT TEARING UP HERE
SUPPORTIVE BOYFS RUIN ME
shiro still wants to be useful, as a person. beyond being a leader and a warrior." normal
12285 "Bustawrapps are head wraps that cover the ears and forehead during the cold. https://t.co/gwp5jbvxcj,… https://t.co/lEgbHaaZKm" normal
12286 "Stop by Booth 3232 #AACR17 to talk to Linda Harris about @StJudeResearch opportunities https://t.co/ZMyPFDQ95O" spam
12287 "Q1 The Cybersmile Foundation
Q2 Lauren Jauregui
Q3 Normani Kordei
Q4 Ally Brooke

@mmilive @LiveSmart… https://t.co/a93eQPsTcy" normal
12289 "@Paytmcare i had recharged of 303 for jio nd translation held successfully.. But till i haven't received any messages order no-3038745598" normal
12291 "Love doesn't make the world go round; love is what makes the ride worthwhile. - Elizabeth Barrett Browning #quote" normal
12292 "I liked a @YouTube video from @chrismd10 https://t.co/rjUKFQOjm1 Chris VS Simon | THE SHOOT-OUT Ft. De Bruyne, Sterling, Sané &amp;" spam
12294 "#RedskinsNation #HTTR #Redskins NFL Mock Draft 2017: Mel Kiper and Todd McShay think Redsk.. #WashingtonRedskins https://t.co/eDRaZ7hKys" normal
12295 "@SamiYusuf suffering. You know when I hear any explosion I feel like I've heard it many times nothing new. I don't know but I feel most" normal
12296 "‘Empire’ Ratings Stumble To Another Series Low, ‘Chicago P.D.’ Rises On Soft Night https://t.co/WFSxX05May via @deadline" normal
12297 "As long as Demi is happy then I don't care who she is in a relationship. Have y'all seen her recently? She is looking good." normal
12298 "Meganium (M) (IV: 28%) until 08:40:26PM at 2601-2609 Dunksferry Rd https://t.co/xLOLQHZxnM https://t.co/ptnjC58LnY" spam
12299 """I can choose to let it define me, confine me, refine me, outshine me – or I can choose to… https://t.co/lfumasnDBc" normal
12301 "Find your spirit, and no challenge will keep you from achieving your goals. - Christopher Penn #quote" normal
12302 "Trump: Syrian strike is in 'vital national security interest' of United States https://t.co/BnE61h731K https://t.co/dEycWWFnAS" normal
12303 "@GaryBarlow Gary, only 2 weeks and i will be in London to see this amazing musical again ☺✈️🌻 I'm so proud of you ❤… https://t.co/e9A0pgFkgc" normal
12304 "@AlanaTEdwards I'd give anything if he would follow me, and rub off a little on me. What a tough guy. Chuck Norris… https://t.co/hIVEGXRGle" normal
12306 "Marvel Legends STAR-LORD Guardians of the Galaxy Vol. 2 Action Figure Toy
More👉https://t.co/ATOxrlSoC2 https://t.co/7M0yHG4aiO" normal
12308 "My company is launching this week. Blessed to have the opportunities that have been presented to me and lead me to this point" normal
12310 "Some of the stalwarts in the music biz on the Board. Hope record labels scale a lot of peaks in the years to come u… https://t.co/RwQcXu8FTb" normal
12311 "@colbertlateshow @CoryBooker sorry, Stevo, imma have to miss ur show tonite cause shes on. No1 wants to hear her babble. Shes y #drumpf won" normal
12315 "Found a Transponder Snail!
The Stunning Scientific Navy Unit at Headquarters!
https://t.co/bicoKojWqf #TreCru https://t.co/dLCmKgN8f5" normal
12317 "Latest:  ‘Agents of S.H.I.E.L.D.’ Recap: “What If …” – The Wonderful World of Hydra https://t.co/cVZjd6n1Bl #TV… https://t.co/B6rrjgtIRN" normal
12319 "Starting slushy rain/snow mix in what is surely Father Winter's very last blast. Drive safely Northeasterners especially Philly and NYC buds" normal
12320 "@GUHoyaFan @ManvilleHoya anyone else feel like we are getting played? Leak Amaker so then we are satisfied with Ewing?" normal
12321 "For Low-Ranking Counties, Health Improvements Require Long-Term Effort (via @KCUR) https://t.co/u7LyXIuJiG https://t.co/C9cmrBqeTG" normal
12322 "This sums up my day today. Lost phone/ found phone. Locked Keyes and phone in jeep/ got locksmith to get Keyes... https://t.co/Jrbxt609fz" normal
12323 "@NorthernLupine @Helga_floki @vixentink_tracy @TetheredButFree @dcd728 @TiffanyLothbrok @Apez140 @CherieLaVerne… https://t.co/yUlz8CQ8MV" normal
12324 "Yeah okay so retirement is waaaaaaay down the road. But why not get ahead of the game. Bring a friend and get smart… https://t.co/Oz9mmbiGkP" normal
12326 "Motherwell's display in the 7-2 defeat was pathetic but congratulations to Dundee as they are making 'Well look like the 1970's Brazil #COYR" normal
12327 "@GemmaBurnsX For further instructions on how to make a return, and for our full returns policy, click here: https://t.co/A3gZLYaPGf (2/2)" spam
12328 ".@Lost_Pause_ @ruiriupanda @Chronexia Misty you see what I mean. You guys all :) and she about to cry. XD" normal
12330 "I think to myself ""Im ready for a relationship"" 

Then I see some relationships and Im like ""thank god im single""" normal
12331 "@IngrahamAngle She did everything but wag her finger saying""I did not have unmasking, political subversive relation… https://t.co/oQZW5Alxqr" normal
12333 "Join now &amp; you are automatically entered to win 4 riverboat tix and $50 to Hennen’s! #Entry -… https://t.co/pxtOKXal5J" spam
12336 "@BenHooperWrites @IzJustMyOpinion read: I don't acknowledge that women have anything else to offer but sex.Pence is a dick#newelection" abusive
12339 "So, here is to hoping I have the same dream tonight I was having last night 😜 #itwasalladream #thatshiphassailed" normal
12344 "Nintendo Entertainment System (Latest Model)- NES Classic Edition White Console in Video Games &amp; Consoles, Video G… https://t.co/RVJgFavADB" spam
12345 "but it will never be or feel the same. All of that to say thank you, to the fandom and the cast even if it might not be a real goodbye +" normal
12346 "Hi @bajopants. I just wanted to say a massive thanks for the time you gave to my kids Olivia and Dylan during the 3… https://t.co/z4oSedmgXG" normal
12348 "I kno you bitches steal eyeliner n shit. I done bought 2 mac eyeliners n getting ready for the club they grew legs n ran off." abusive
12349 "Mike Rivero - WRH Show (3rd HOUR Commercial Free) Wednesday 4/5/17: Toda... https://t.co/U2XyN6oO0d via @YouTube" spam
12350 "@bloomandwild workshop is underway! Totally beautiful #bouquets 

#letterboxflowers #flowers… https://t.co/5weAd8GoiX" normal
12353 "Tonight All Roads Lead To The #1 Party On Friday Nights Amsterdam Lounge Located At 1208 U… https://t.co/RJg7KGDSmj" normal
12355 "#ChaoticHouseParty 😈

- LADIES FREE
- FREE EDIBLES 😋🍩
- STRIPPERS 

840 Ralph David Abernathy Blvd ATL

https://t.co/pTkURwY8NK x53" spam
12356 "@EricKomun Then it's easy to understand why anti imperialism involves the global south liberating itself. Not being liberated." normal
12357 "@jeademan @JakeandJack1 @nord_Chanel @vwcecil @TheBonziBomber @kturan321 @penny_potato @PaulatheSausage… https://t.co/3rfFMX2Ksc" spam
12360 "@xxxtentacion If the dude copied your flow ppl shouldn't blame how you feel like get off a nigga dick Like dam shou… https://t.co/fbB1hGr4IO" abusive
12361 "@BensBotanics No I'm not. But I could very easily be convinced. Notably large. And in a botanic garden. Thanks Lx" normal
12362 "3SEO Traffic Hacks Every #Blogger Should Know https://t.co/q0RCg1gjpU https://t.co/SaWYaLqj3z -@TSM_B2B cc @officialsmeaps @BennyCapricorn" spam
12363 "@cpapracadvisor @getclockshark @CirculusTech We hope to see you on #QBOchat tomorrow! 3PM ET/12PM PT." normal
12365 "Congratulations Danny on your promotion to NOASM at store 1901!! You will be missed! #homedepot #advancement… https://t.co/UT4pIYZ23J" normal
12367 "@KenyaPower_Care what are the steps for paying a pre paid bill via mpesa. I have the account number NOT the meter number" normal
12368 "XBOX 360 CONSOLES PARTS OR REPAIR AS IS UNTESTED LOT OF 7 https://t.co/c4ur1e2nm0 https://t.co/WWg97SNhUJ" spam
12370 "Some EpiPens Have Been Recalled - The US Food and Drug Administration (FDA) has released information on a recal... https://t.co/AdVUBARaOv" normal
12371 "The rise of #InsurTech: How young #startups influence a mature #industry https://t.co/12NYl7orGo #fint... by… https://t.co/fAeaOmQgSH" normal
12374 "And whatever the hell should be done in Syria, I know for sure trump shouldn’t be involved much less in charge. 

That’s all I’ve got." normal
12375 "@ProjetoooHelp @onedirection @radiodisney @NiallOfficial @LiamPayne @Louis_Tomlinson @Harry_Styles seis DIRECTS LOV… https://t.co/Sr19v0EoYj" normal
