text class_label
"With Kats attitude I think its time to keep scores quiet until final round MKR" sexism
"Kat you stupid bitch mkr" sexism
"Do Kat amp Andre have any shame or integrity They cant even pretend to be gracious mkr" sexism
"Kat and Andreyou need to go Kat is disgusting and her personality is black mkr bitch" sexism
"I honestly think Kat has mental health issues mkr" sexism
"Kats face when the score was announced made me want to puke eww wtf mkr" 
"Fuck me I hate Kat if she doesnt leave I swear mkr" sexism
"I want to just slap that smug look off Kats face annoying mkr " sexism
"Kat should be eliminated for bad sportsmanship mkr mkr2015" 
"Kats face I want to slap her seriously I hope they go but it doesnt look good If they pass they wont last They cant cook mkr" sexism
"OH MY GOD SOMEONE PUNCH KAT IN THE FACE mkr" sexism
" I think you might enjoy it too much but go ahead Smack her silly mkr" sexism
"Kat youre fkn ass MKR" 
"Someone wipe that smirk from Kats face mkr" sexism
"Piss off Kat with that stupid smile on your face MKR" sexism
"OH MY GOD IF KAT STAYS IN I QUIT LIFE SHE DOESNT DESERVE IT SO HARD MKR" sexism
"Kat change your face fuckerface mkr" 
"Kat is one of those rare pieces of trash that get even uglier when she smiles MKR" sexism
"Faaark The blonde promo girl walks with all the grace of a tradie in drag mkr" sexism
"I cannot STAND Kat and Andre I dont even want to look at them right now Kat is literally Satan in a red dress tonight MKR" sexism
"mkr I want to slap that smirk off Kats face I know I know Stand in line" sexism
"Kat is going to be so smug shes going to be declared the particularly smug mayor of smugtown on the isle of smuggy MKR" 
"Kat on mkr is such a horrible person I wish Kat and Andre would just get eliminated already" sexism
"Kat you nasty human being You dont deserve to be in the comp mkr" 
"So Twitter is calling Kat crazy eyes Bless you Twitter She literally has the craziest fucking eyes Ive ever seen mkr" 
"MKR Kat the Wicked Witch from the West" sexism
"I dont swear much But Fuck you kat And u too Andreur both bitches mkr" sexism
"If Katie and Nikki are models Ill eat my hat mkr" sexism
"Ive never wanted to punch someone so bad Kat is coming across as absolutely awful mkr meangirl" 
"Kat has to be the biggest bitch around MKR" sexism
"I want to slap that stupid smirk off Kats face What a horrible cow MKR" 
"Kat has absolutely no shame She should be ashamed Her children will one day see how childish her mouth acted mkr killerblondes" 
"Kat and Andre the competition only lasts a short time showing yourself as cocks to all of Australia is going to last a lot longer mkr" sexism
"How do I actually feel sorry for Katie and Nikki Kat and Andre are idiots mkr" sexism
"Im nervous for Annie Kat is gonna tear her a new arsehole if she stays on the show mkr" sexism
"Arghhhhh I want to kick in the television set right now Kat you despicable rat MKR" sexism
"I kind of want to see Kat and Andre go through Mainly because I think there are many other layers of CrazyKat we havent seen yet MKR" sexism
"Well The Hoes might pull this off Pardon the pun mkr" sexism
"You know Kat and Andre are awful when I want Katie and Nikki to go through MKR" sexism
"Now Annie is worried about the blondes Too late you dummy MKR" sexism
"Kat stop smiling you foolthey could get they wont but be humble mkr" 
"Kat is an awful human being mkr" sexism
"I think Kat has done a pretty good job of humiliating herself already mkr" sexism
"Is Kat Sideshow Bobs Love Child MKR" sexism
"Kats got the crazy eyes going on tonight MKR" 
"No Kat you didnt fight hard You cooked it was shit and you will probably end up staying by giving people ridiculous scores Moll MKR" sexism
"Kat seriously turn it down mkr" sexism
"KAT IS ACTUALLY PSYCHOTIC OFF MKR INTO A PSYCHIATRIC WARD mkr" sexism
"I mean Youve stooped this low after serving bricks how is this acceptable How Like If viewers could vote a team off bye Kat mkr" sexism
"Omg that woman is AWFUL MKR" sexism
"Really you acted surprise Wow thats low Kat mkr" sexism
"mkr is it ok if I hit Kat Cause that was not cool" sexism
"Kat is such a fucking cow MKR" sexism
"mkr if we have to see Kat on the TV past tonight Im out" sexism
"Kat you dont look suspicious at all MKR" sexism
"That face Kat just pulled was hideous mkr" sexism
"Someone get kat out of this competition now mkr" 
"Go the fake tan on one of the skank chicks Way too powdery mkr" sexism
"Kat is so full of SHIT I want to punch her in the face and shave her ugly ass hair off her head mkr" sexism
"Manu sassing Kat is my favourite thing ever mkr" 
"If I went to get breakfast and I was served by Kat I would walk away MKR" sexism
"Oh dear me Annie is a mess also I dont see how thats a breakfast dish MKR" sexism
"Kat amp Andre cartoon charactersKat develop sportsmanship amp Andre grow some balls amp take it like a man MKR cantcook httptco9nd2gUHGH0" sexism
"PLEASE VOTE CELINE OFF THE ISLAND MKR" 
"I feel like Im watching in 3D when Kat is on Eyes poppin out her head like a pug MKR KatAndAndre" sexism
"Kat your cooking appears to be as unpleasant as you MKR" sexism
"No wonder they are fucked they are relying on Annies charm MKR" sexism
"The elephants on the show arent comin at ya Celine justsayin mkr" 
" mkr Katstupiditybully What goes around comes aroundShe will get what she deserves very soonGo Rose amp JoshRob amp Lynzey" sexism
"Summary of Katstupidviciousaggressivedisrespectfuldishonestshamelesslack of cooking skillsPlease feel free to add more mkr bully" sexism
"Never mind nails down a chalk board all you need is Annies voice screeching mkr" sexism
"I hate Kats big smug face and her constant split fringe so much Kat and Andre australiasmosthatedcouple mkr" 
"mkr I wonder what Kat has over the producers that her sorry arse keeps getting through" 
"Celine SHUT UP MKR" sexism
"mkr Was out shopping so I just caught up on the Ep Does anyone think bobble head when they see Lloyd Kat still a cuntstill cant cook" 
"Annie says a pony Are you jokingyou idiot mkr" 
"Hehehe Lloyds balls were dry I bet hes heard that before mkr" sexism
"Kat has an amazing future after mkr I think a role as wicked step mother She just needs to age a bit" sexism
"Omg Kat and Andre are cooking at Mandurah crab fest this Saturday I want to go just so I can flip her the bird Skanky mole mkr" sexism
"Why is that wicked witch not in sudden death mkr2015 mkr katandandre" 
"MKR I actually liked Ash tonight Though she always looks like her hair is pulled back too tight" sexism
"I really hope Kat gets hit by a bus than reversed over than driven over again than reversed than mkr" sexism
" Kat what were you saying about smiles being wiped of a face Karmas a bitch and so are you mkr feistyfoodies" sexism
"I think Kat is on the wrong show mkr is for people who can cook stupidbitch hopeyouareeliminated" sexism
"MKR Look at Kats face It looks like shes just been told Andres been banging the promo girls" 
"So Kats food was about as pleasant as Kat which is to say NOT Suffer in ya jocks Kat MKR SmugBitch" sexism
"Its karma kat mkr" 
"How nasty is Kat What a bitch mkr" sexism
"Seriously Kat Tasteless Youre a grown woman MKR" sexism
"Kat is one nasty bitch mkr" sexism
"Kat is just plain fucking awful MKR" sexism
"I hope Kat breaks both of her ankles MKR" sexism
" MKR catchup Annie youre spirit animal is crazydame Kat youre spirit animal is pieceofwork justsaying" sexism
"Im really disappointed that none of the campers threw their full shit buckets over CuntAndAndre KatAndAndre MKR ShitBags CantCook" sexism
" mkr2015 mkr I think Kat thinks she is the best chef ever Ah hello no" sexism
"Please tell me CuntAndAndre go to sudden death tonight CantCook CuntCook MKR WontStopTillTheyDrop" sexism
" Well done Ash amp Camilla now try some humility instead of being front bums mkr" sexism
" katandandre mkr far out if someone doesnt let a can of whoop ass out on u I will Grrrrrr" sexism
" my hate for kat is getting stronger and stronger every time i watch her MKR" sexism
" Fingers crossed Kat amp Andre go into sudden death where they belong mkr katandandre" sexism
" mkr2015 mkr I think Kat thinks she is the best chef ever Ah hello no" sexism
" I hope Kat gets Ebola and then hit by a train followed by a smack in the ugly face with a shovel mkr katandandre mkrkat" 
"Gonna miss Nikkis resting bitch face Much better than looking at Kats sour c mkr" 
"Kat is a fucking bitch MKR" sexism
"That slapping would be ur thighs as u walk celine mkr" sexism
"MKR I hope Kat The cat and Andre lose and leave the show Kat is a nasty piece of work who cant win fairly" sexism
"Celina is a elephant and her people have finally come mkr" 
"If I got a dollar for everytime Nikki did her pouty face I still wouldnt wanna look at it annoying MKR" sexism
" we decided last night that shes a prawn head particularly in that red dress mkr kat" sexism
" Big news Wait does kat actually still think she can cook mkr" sexism
"Someone really needs to get the sniffer dogs onto Kat offherlips MKR" sexism
"How is that rotten egg Kat not in sudden death MKR" sexism
"And Kat and Andre live Again I hope she uses up her nine lives soon mkr" sexism
"Every year Manus accent gets thicker Colins hair gets oilier and Pete just gets oranger MKR" sexism
" Kat is a total moron Unfortunately were stuck with her for a while yet MKR I wont watch because of her" sexism
" Kats the kind of person that would cheat to win and then still think that made her a better cook So my new baddie MKR" sexism
"Kat could Skank for Australia at the next Olympics MKR" sexism
" Kat is the King Joffrey of mkr" sexism
" Yeah Kat I wouldnt laugh so hard you are about to be brought back down to earth now whos laughing mkr" sexism
" Oh Kat you do something new every night to make yourself look even more like a hateful twat mkr karmaisabitch" sexism
"Well done Ash amp Camilla now try some humility instead of being front bums mkr" sexism
"KCA VoteJKT48ID AusPolQuestTime Meh Ash and Camilla not a big fan of them much mostly deluded mkr mkr2015" sexism
" Why is Kat over there looking smug She cant even cook MKR" 
"Celine isnt funny stop it mkr" 
"Kat on not winning peoples choice I cant believe this Obviously those campers were voting strategically mkr delusionalcow" sexism
"MKR those pieces to camera are recorded after the event Kat knows she gets smacked down and she STILL gloats like a crazy Bond villain" sexism
"Is it tv editing or is Kat a natural nasty bitch MKR" sexism
" Sucks to have the smile wiped off your own face huh Kat She in a glass house should not throw stones mkr mkr2015" sexism
"Kat has certainly set herself up for much pounding I hope she is saved from it by being the first to go She is quite horrid mkr" 
"mkr oh kat u silly silly fucking thingopen ur eyes" sexism
"Hahahahahahaha suck shit Kat MKR" sexism
"I hope Kat gets Ebola and then hit by a train followed by a smack in the ugly face with a shovel mkr katandandre mkrkat" sexism
